sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:acoustic:adjective:1,acoustic,adjective,原声的； 声音的； 听觉的,adj 原声的； 声音的； 听觉的,/ə'kʊstɪk/,/ə'kuːstɪk/,acoustic emission,声发射，声频发射；声发射检验
en:elaboration:noun:1,elaboration,noun,精心之作； 详尽阐述,n 精心之作； 详尽阐述,"/ɪ,læbə'reʃən/",/ɪˌlæbə'reɪʃn/,,
en:brass:noun:1,brass,noun,黄铜； 黄铜器； 铜管乐器,n 黄铜； 黄铜器； 铜管乐器,/bræs/,/brɑːs/,an old brass bedstead,老式黄铜床架
en:rigorous:adjective:2,rigorous,adjective,严密的； 严格的， 严厉的； 严酷的,adj 严密的； 严格的， 严厉的； 严酷的,/'rɪɡərəs/,/'rɪgərəs/,a rigorous analysis of defence needs,对国防需求的缜密分析
en:activate:verb:2,activate,verb,激活； 使活动， 使活化,vt 激活； 使活动， 使活化,/'æktə'vet/,/'æktɪveɪt/,Cooking fumes may activate the alarm.,烹调时的油烟可能会触发警报器。
en:unbeatable:adjective:1,unbeatable,adjective,无敌的， 不可战胜的,adj 无敌的， 不可战胜的,/ʌn'bitəbl/,/ʌn'biːtəbl/,carpets at unbeatable prices,价格最优惠的地毯
en:supervisor:noun:1,supervisor,noun,监督人， 管理人， 指导者； 主管,n 监督人， 管理人， 指导者； 主管,/'supɚvaɪzɚ/,/'suːpəvaɪzə(r)/,...a full-time job as a supervisor at a factory.,…在一家工厂担任监督员的一项全职工作。
en:boundary:noun:1,boundary,noun,分界线； 边界,n 分界线； 边界,/'baʊndri/,/'baundəri/,National boundaries are becoming increasingly meaningless in the global economy.,在全球经济中，国界已经变得越来越没有意义。
en:supportive:adjective:1,supportive,adjective,支持的， 支援的； 赞助的； 鼓励的； 同情的,adj 支持的， 支援的； 赞助的； 鼓励的； 同情的,/sə'pɔrtɪv/,/sə'pɔːtɪv/,My family were very supportive throughout the divorce.,离婚过程中我的家人自始至终都很支持我。
en:enigma:noun:1,enigma,noun,谜， 谜一样的人或事,n 谜， 谜一样的人或事,/ɪ'nɪgmə/,/ɪ'nɪgmə/,The neighbours regarded him as something of an enigma.,邻居们把他当成谜一样的人。
en:barrage:noun:1,barrage,noun,弹幕射击； 火力网,n 弹幕射击； 火力网,/bə'rɑʒ/,/'bærɑːʒ/,,
en:trick:noun:2,trick,noun,诡计，花招,n 诡计，花招；vt 欺诈， 哄骗,/trɪk/,/trɪk/,Pretending he doesn’t remember is an old trick of his.,假装不记得是他的老花招了。
en:gill:noun:1,gill,noun,鳃,n 鳃,/ɡɪl/,/gɪl/,to the gills,[口语]完全地，彻底地，充分地
en:define:verb:1,define,verb,下定义； 限定,vt 下定义； 限定,/dɪ'faɪn/,/dɪ'faɪn/,I’ll now try to define the term ‘popular culture’.,我现在来试试给 “通俗文化” 这个词下定义。
en:photocopy:verb:1,photocopy,verb,影印，复印,v 影印，复印；n 影印本， 复印件,/'fotokɑpi/,/'fəutəukɒpi/,Leave the papers with me and I’ll get them photocopied.,把文件留给我，我来复印。
en:render:verb:2,render,verb,使得， 致使； 给予， 以…回报； 提供； 呈报， 递交； 表达； 表演； 翻译,vt 使得， 致使； 给予， 以…回报； 提供； 呈报， 递交； 表达； 表演； 翻译,/'rɛndɚ/,/'rendə(r)/,an obligation to render assistance to those in need,为有困难的人提供援助的义务
en:frontier:noun:2,frontier,noun,边境，边界；开发地区的边缘地带；,n 边境，边界；开发地区的边缘地带；,/frʌn'tɪr/,/'frʌntɪə(r)/,a novel about a family’s struggle on the American frontier,描写一家人在美国边远地区奋斗的小说
en:manifest:adjective:2,manifest,adjective,明显的,adj 明显的；vt 表明，显示；n 货物清单,/'mænɪfɛst/,/'mænɪfest/,a manifest error of judgment,明显的判断错误
en:buffalo:noun:1,buffalo,noun,水牛； 野牛,n 水牛； 野牛,/'bʌfəlo/,/'bʌfələu/,The hunter trailed the wounded buffalo through the bush.,猎人在灌木丛中追踪那只受伤的美洲野牛。
en:relieve:verb:1,relieve,verb,救济； 缓解,vt 救济； 缓解,/rɪ'liv/,/rɪ'liːv/,Drugs helped to relieve the pain.,药物有助于舒缓疼痛。
en:abstraction:noun:1,abstraction,noun,抽象,n 抽象,/æb'strækʃən/,/æb'strækʃn/,He’s always talking in abstractions.,他老是谈抽象的东西。
en:quartz:noun:1,quartz,noun,石英,n 石英,/kwɔrts/,/kwɔːts/,quartz crystals,石英晶体
en:adjacent:adjective:2,adjacent,adjective,邻近的， 毗连的,adj 邻近的， 毗连的,/ə'dʒesnt/,/ə'dʒeɪsnt/,We stayed in adjacent rooms.,我们住在毗连的房间里。
en:transport:noun:2,transport,noun,运输， 运送； 运输系统， 运载工具,n 运输， 运送； 运输系统， 运载工具；vt 运输， 运送， 搬运,/'trænspɔrt/,/træn'spɔːt; trɑːn-/,commuters who travel on public transport,乘坐公共交通车辆上下班的人
en:requirement:noun:1,requirement,noun,需要， 需求， 要求； 需要的东西； 必要条件,n 需要， 需求， 要求； 需要的东西； 必要条件,/rɪ'kwaɪɚmənt/,/rɪ'kwaɪəmənt/,The refugees’ main requirements are food and shelter.,难民的主要需求是食物和住所。
en:specific:adjective:2,specific,adjective,特定的； 明确的,adj 特定的； 明确的,/spɪ'sɪfɪk/,/spə'sɪfɪk/,games suitable for specific age groups,适合特定年龄组的游戏
en:estuary:noun:1,estuary,noun,河口， 河口湾,n 河口， 河口湾,/'ɛstʃʊ'ɛri/,/'estʃʊəri/,the Thames estuary,泰晤士河河口
en:engage:verb:2,engage,verb,吸引； 占用； 使从事于， 使忙于； 雇用， 聘用； 与交战； 啮合， 衔接,v 吸引； 占用； 使从事于， 使忙于； 雇用， 聘用； 与交战； 啮合， 衔接,/ɪn'ɡedʒ/,/ɪn'geɪdʒ/,Are you so tired you don’t have the energy to engage with your kids?,你难道累得都没有精力陪你的孩子们了吗？
en:whisper:noun:1,whisper,noun,低语,n&v 低语,/'wɪspɚ/,/'wɪspə(r)/,"You don’t have to whisper, no one can hear us.",你不必轻声轻语，没人听得到我们说话。
en:appetite:noun:2,appetite,noun,食欲， 胃口； 欲望,n 食欲， 胃口； 欲望,/'æpəˌtaɪt/,/'æpɪtaɪt/,Her husband always had a huge appetite.,她丈夫向来胃口极大。
en:strategy:noun:1,strategy,noun,战略， 策略,n 战略， 策略,/'strætədʒi/,/'strætədʒi/,the government’s long-term economic strategy,政府的长期经济策略
en:revolve:verb:2,revolve,verb,旋转,v 旋转,/rɪ'vɔlv/,/rɪ'vɒlv/,The wheel began to revolve.,轮子开始旋转。
en:long-term:adjective:1,long-term,adjective,长期的,adj 长期的,/'lɔŋtɝm/,/'lɒŋtɜːm/,the long-term future of the fishing industry,渔业的长远未来
en:territory:noun:2,territory,noun,领土， 版图； 领域， 范围,n 领土， 版图； 领域， 范围,/'tɛrətɔri/,/'terətri/,Hong Kong is a Chinese territory.,香港是中国的领土。
en:clumsy:adjective:2,clumsy,adjective,笨拙的； 不得体的,adj 笨拙的； 不得体的,/'klʌmzi/,/'klʌmzi/,A clumsy waiter spilled wine all over her new skirt.,一名笨手笨脚的服务员把葡萄酒洒得她新裙子上到处都是。
en:inductive:adjective:1,inductive,adjective,诱导的， 归纳的,adj 诱导的， 归纳的,/ɪn'dʌktɪv/,/ɪn'dʌktɪv/,inductive reasoning,归纳推理
en:droplet:noun:1,droplet,noun,小滴,n 小滴,/'drɑplət/,/'drɒplət/,Droplets of sweat were welling up on his forehead.,一颗颗小汗珠从他额头上不断冒出来。
en:maintain:verb:2,maintain,verb,维持， 保持； 维修， 保养； 坚持， 主张； 赡养， 负担,vt 维持， 保持； 维修， 保养； 坚持， 主张； 赡养， 负担,/men'ten/,/meɪn'teɪn/,Careers Officers maintain contact with young people when they have left school.,年轻人离开学校以后，职业指导员和他们保持联系。
en:shift:verb:2,shift,verb,移动，转移；改变，转变,v 移动，转移；改变，转变；n 转换， 转变； 轮班,/ʃɪft/,/ʃɪft/,"He stopped, shifting his cane to his left hand.",他停下来，把手杖移到左手。
en:rehabilitate:verb:2,rehabilitate,verb,改造， 使恢复正常生活； 使恢复原状， 修复； 复职； 恢复…的名誉,vt 改造， 使恢复正常生活； 使恢复原状， 修复； 复职； 恢复…的名誉,"/,riə'bɪlə,tet/",/ˌriːə'bɪlɪteɪt/,The Prime Minister seems to be trying to rehabilitate the former defence secretary.,首相似乎在努力为前国防大臣恢复名誉。
en:bargain:verb:1,bargain,verb,讨价还价,vi 讨价还价；n 协议； 交易； 便宜货,/ˈbɑrɡɪn/,/'bɑːgən/,"They prefer to bargain with individual clients, for cash.",他们更愿意同个人客户洽谈，做现金交易。
en:professional:adjective:2,professional,adjective,职业的；专业的,adj 职业的；专业的；n 自由职业者； 专业人员,/prə'fɛʃənl/,/prə'feʃənl/,This business plan looks very professional.,这个商业计划看上去很有专业水平。
en:migrant:noun:1,migrant,noun,移居者， 移民； 迁移动物， 候鸟,n 移居者， 移民； 迁移动物， 候鸟,/'maɪɡrənt/,/'maɪgrənt/,The government divides asylum seekers into economic migrants and genuine refugees.,政府将寻求政治庇护的人划分为经济移民和真正的难民。
en:formulation:noun:1,formulation,noun,公式化， 格式化； 确切的表达,n 公式化， 格式化； 确切的表达,"/,fɔrmjə'leʃən/",/ˌfɔːmjʊ'leɪʃn/,This is a far weaker formulation than is in the draft resolution which is being proposed.,这是相对于正在被提议的草拟决议要弱得多的一种表述方式。
en:pearl:noun:1,pearl,noun,珍珠,n 珍珠,/pɝl/,/pɜːl/,a pearl necklace,珍珠项链
en:encompass:verb:1,encompass,verb,包含； 包围； 环绕,vt 包含； 包围； 环绕,/ɪn'kʌmpəs/,/ɪn'kʌmpəs/,"The study encompasses the social, political, and economic aspects of the situation.",这项研究涵盖了这一局势的社会、政治和经济三方面。
en:megacity:noun:1,megacity,noun,大城市,n 大城市,,/'megəsɪti/,"The proposed ""megacity"" will be 82,000 square miles --roughly the size of Utah.",这个提议中的“巨型城市”面积将达到82000平方英里，相当于犹他州的面积。
en:remain:verb:1,remain,verb,保持；仍旧是；剩下,v 保持；仍旧是；剩下,/rɪ'men/,/rɪ'meɪn/,Little of the original building remains.,原来的建筑已经所剩无几。
en:amaze:verb:2,amaze,verb,使惊奇， 使惊愕,vt 使惊奇， 使惊愕,/ə'mez/,/ə'meɪz/,Dave amazed his friends by suddenly getting married.,戴夫突然结婚，令朋友们非常吃惊。
en:deposit:verb:1,deposit,verb,存放；储蓄；使沉淀；付,v 存放；储蓄；使沉淀；付；n 存款； 保证金， 押金； 沉积物,/dɪ'pɑzɪt/,/dɪ'pɒzɪt/,The female deposits her eggs directly into the water.,雌性把卵直接产在水中。
en:flask:noun:2,flask,noun,长颈瓶； 烧瓶,n 长颈瓶； 烧瓶,/flæsk/,/flɑːsk/,He took out a metal flask from a canvas bag.,他从帆布袋里拿出了一个金属水瓶。
en:fluctuation:noun:1,fluctuation,noun,波动， 起伏； 动摇,n 波动， 起伏； 动摇,"/,flʌktʃʊ'eʃən/",/ˌflʌktju'eɪʃn/,Prices are subject to fluctuation.,价格可能会有波动。
en:pliable:adjective:2,pliable,adjective,容易受影响的； 顺从的； 易弯的， 柔韧的,adj 容易受影响的； 顺从的； 易弯的， 柔韧的,/'plaɪəbl/,/'plaɪəbl/,a shoe made of soft pliable leather,柔韧的皮革做成的鞋子
en:flash:verb:1,flash,verb,闪光，闪耀,v 闪光，闪耀；n 闪烁； 闪光灯,/flæʃ/,/flæʃ/,Lightning flashed overhead.,头顶上电光闪闪。
en:continent:noun:1,continent,noun,大陆， 陆地； 洲,n 大陆， 陆地； 洲,/'kɑntɪnənt/,/'kɒntɪnənt/,the continents of Asia and Africa,亚洲及非洲大陆
en:mattress:noun:1,mattress,noun,床垫,n 床垫,/'mætrəs/,/'mætrəs/,"The ten young people sleep between two hard, narrow beds and one large mattress on the floor with no privacy at all.",十个年轻人就睡在两张窄小的硬板床和地板上的一张大床垫上，没有任何隐私可言。
en:complexity:noun:1,complexity,noun,复杂， 复杂性； 复杂的事物,n 复杂， 复杂性； 复杂的事物,/kəm'plɛksəti/,/kəm'pleksəti/,a design of great complexity,一项非常复杂的设计
en:disturbance:noun:2,disturbance,noun,扰乱， 打扰； 骚乱， 混乱； 心神不安， 烦恼,n 扰乱， 打扰； 骚乱， 混乱； 心神不安， 烦恼,/dɪ'stɝbəns/,/dɪ'stɜːbəns/,There were disturbances in the crowd as fans left the stadium.,球迷离开体育场时，人群中发生了骚乱。
en:simultaneous:adjective:2,simultaneous,adjective,同时的， 同时发生的， 同时存在的； 同步的,adj 同时的， 同时发生的， 同时存在的； 同步的,"/,saɪml'tenɪəs/",/ˌsɪml'teɪniəs/,They grabbed each other’s hands in simultaneous panic.,他们俩同时惊慌起来，相互抓住对方的手。
en:automatically:adverb:1,automatically,adverb,自动地； 无意识地,adv 自动地； 无意识地,,/ɔːtə'mætɪklɪ/,Join now and you will automatically receive 50% off your first purchase.,现在加入，立即享受首次购物五折优惠。
en:guarantee:verb:1,guarantee,verb,保证；,v 保证；,"/,ɡærən'ti/",/ˌgærən'tiː/,The bank will only lend me money if my parents guarantee the loan.,只有我父母作担保，银行才会给我贷款。
en:recommend:verb:1,recommend,verb,推荐； 劝告； 使受欢迎,vt 推荐； 劝告； 使受欢迎,/'rɛkə'mɛnd/,/ˌrekə'mend/,Doctors strongly recommend that fathers should be present at their baby’s birth.,医生极力建议孩子出生时父亲应该在场。
en:literal:adjective:1,literal,adjective,照字面的； 逐字的,adj 照字面的； 逐字的,/'lɪtərəl/,/'lɪtərəl/,"In many cases, the people there are fighting, in a literal sense, for their homes.",多数情况下，那里的人们实际上都是在为他们的家园而战斗。
en:entwine:verb:1,entwine,verb,使缠住， 使盘绕,vt 使缠住， 使盘绕,/ɪn'twaɪn/,/ɪn'twaɪn/,They walked together with their arms entwined.,他们挽着胳膊一起走。
en:indolent:adjective:1,indolent,adjective,懒惰的， 倦怠的； 不活跃的， 无行动的,adj 懒惰的， 倦怠的； 不活跃的， 无行动的,/'ɪndələnt/,/'ɪndələnt/,,
en:helicopter:noun:2,helicopter,noun,直升飞机,n 直升飞机,/'hɛlɪkɑptɚ/,/'helɪkɒptə(r)/,You can helicopter to the island.,你可以乘坐直升机去那个岛。
en:beverage:noun:1,beverage,noun,饮料,n 饮料,/'bɛvərɪdʒ/,/'bevərɪdʒ/,alcoholic beverages,含酒精的饮料
en:advertisement:noun:1,advertisement,noun,广告， 公告； 广告活动， 宣传,n 广告， 公告； 广告活动， 宣传,"/,ædvɚ'taɪzmənt/",/əd'vɜːtɪsmənt/,"They put an advertisement in ‘The Morning News’, offering a high salary for the right person.",他们在《晨报》上刊登了一则启事，出高薪寻找合适的人选。
en:ripe:adjective:1,ripe,adjective,成熟的； 时机成熟的,adj 成熟的； 时机成熟的,/raɪp/,/raɪp/,Those tomatoes aren’t ripe yet.,那些番茄还没熟。
en:backbone:noun:1,backbone,noun,脊椎； 骨干； 支柱,n 脊椎； 骨干； 支柱,/'bæk'bon/,/'bækbəun/,Farmers are the backbone of this community.,农场主是这个团体的中坚力量。
en:insane:adjective:2,insane,adjective,蠢极的， 荒唐的； 精神病的， 精神失常的， 疯狂的,adj 蠢极的， 荒唐的； 精神病的， 精神失常的， 疯狂的,/ɪn'sen/,/ɪn'seɪn/,That’s an insane risk.,那是疯狂的冒险之举。
en:attribute:verb:2,attribute,verb,把…归于['ætrIbjʊːt],vt 把…归于['ætrIbjʊːt]；n 属性； 品质,/ə'trɪbjut/,/ə'trɪbjʊːt/,Women tend to attribute their success to external causes such as luck.,女性往往把她们的成功归因于外因，如运气。
en:mechanism:noun:2,mechanism,noun,机械装置； 机制， 机理； 办法,n 机械装置； 机制， 机理； 办法,/'mɛkənɪzəm/,/'mekənɪzəm/,the brake mechanism,刹车装置
en:genetic:adjective:2,genetic,adjective,遗传的,adj 遗传的；n [-s] 遗传学,/dʒə'nɛtɪk/,/dʒə'netɪk/,genetic defects,遗传性缺陷
en:horror:noun:1,horror,noun,害怕， 恐怖,n 害怕， 恐怖,/'hɔrɚ/,/'hɒrə(r)/,...the horror of this most bloody of civil wars.,…这场极其血腥的内战的惨状。
en:poison:noun:1,poison,noun,毒，毒药,n 毒，毒药；vt 毒害,/'pɔɪzn/,/'pɔɪzn/,Belladonna and red arsenic are deadly poisons .,颠茄和雄黄都是致命的毒物。
en:slumber:verb:1,slumber,verb,睡眠，安睡,v 睡眠，安睡,/'slʌmbɚ/,/'slʌmbə(r)/,The older three girls are still slumbering peacefully.,稍大些的3个女孩仍在平静地睡着。
en:inculcate:verb:1,inculcate,verb,谆谆教诲， 反复灌输,vt 谆谆教诲， 反复灌输,/ɪn'kʌlket/,/'ɪnkʌlkeɪt/,Not all schools manage to successfully inculcate a love of learning.,不是所有的学校都能培养出学生爱学习的热情。
en:optimum:adjective:2,optimum,adjective,最好的； 最有利的,adj 最好的； 最有利的,/'ɑptəməm/,/'ɒptɪməm/,optimum conditions for growth,最适宜生长的条件
en:persuade:verb:1,persuade,verb,说服， 劝说； 使相信,v 说服， 劝说； 使相信,/pɚ'swed/,/pə'sweɪd/,He was fairly easily persuaded .,他很轻易就被说服了。
en:consensus:noun:2,consensus,noun,共识； 一致,n 共识； 一致,/kən'sɛnsəs/,/kən'sensəs/,The EU Council of Finance Ministers failed to reach a consensus on the pace of integration.,欧盟财政部长会议未能就一体化的进度达成共识。
en:disorientate:verb:1,disorientate,verb,使失去方向感； 使迷茫， 使不知所措,vt 使失去方向感； 使迷茫， 使不知所措,,/dɪs'ɔːriənteɪt/,An overnight stay at a friend's house disorientates me.,在朋友家睡了一觉，醒来我不知自己身在何处。
en:tropospheric:adjective:1,tropospheric,adjective,对流层的,adj 对流层的,,/ˌtrɒpə'sferɪk/,"Meantime, continuation of low tropospheric jet produces plentiful vapor for formation and continuation of rain gush.",同时，低空西南急流的维持，为暴雨的产生和维持提供了充足的水汽。
en:absolute:adjective:1,absolute,adjective,完全的， 绝对的， 纯粹的,adj 完全的， 绝对的， 纯粹的,/'æbsəlut/,/'æbsəluːt/,I have absolute confidence in her.,我对她充满信心。
en:describe:verb:1,describe,verb,描述， 描写， 形容,vt 描述， 描写， 形容,/dɪ'skraɪb/,/dɪ'skraɪb/,The police asked her to describe the man.,警察叫她描述一下那名男子。
en:grab:verb:2,grab,verb,抓， 夺,v&n 抓， 夺,/ɡræb/,/græb/,I grabbed my bag and ran off.,我抓起我的包就跑。
en:slum:noun:2,slum,noun,贫民窟， 贫民区,n 贫民窟， 贫民区,/slʌm/,/slʌm/,a slum area,贫民区
en:wealthy:adjective:1,wealthy,adjective,富的， 富裕的； 充裕的,adj 富的， 富裕的； 充裕的,/'wɛlθi/,/'welθi/,the wealthy nations of the world,世界上的富国
en:foam:verb:1,foam,verb,起泡沫,vi 起泡沫；n 泡沫；泡沫材料,/fom/,/fəum/,The green water splashed and foamed over the rocks.,碧绿的水花四溅，岩石上满是泡沫。
en:navigable:adjective:2,navigable,adjective,可通航的； 适于航行的,adj 可通航的； 适于航行的,/'nævɪɡəbl/,/'nævɪgəbl/,...the navigable portion of the Nile.,...尼罗河的适航河段。
en:administration:noun:2,administration,noun,管理； 行政,n 管理； 行政,"/əd,mɪnɪ'streʃən/",/ədˌmɪnɪ'streɪʃn/,We’re looking for someone with experience in administration.,我们正在寻找一个有管理经验的人。
en:dwell:verb:2,dwell,verb,居住， 栖身,vi 居住， 栖身,/dwɛl/,/'dw3l/,They dwelt in the forest.,他们住在森林里。
en:incorporate:verb:2,incorporate,verb,把…合并， 纳入； 包含， 吸收,vt 把…合并， 纳入； 包含， 吸收,,/ɪn'kɔːpəreɪt/,The new cars will incorporate a number of major improvements.,这种新型汽车将包含许多重大的改进。
en:recapture:verb:1,recapture,verb,重获， 收复,vt 重获， 收复,"/,ri'kæptʃɚ/",/ˌriː'kæptʃə(r)/,He was recaptured after nearly two weeks on the run.,他逃亡将近两周后再次被抓获。
en:boast:noun:1,boast,noun,自夸； 夸耀,n&v 自夸； 夸耀,/bost/,/bəust/,"‘I wouldn’t be afraid,’ she boasted.",“我才不怕呢。”她吹嘘道。
en:refresher:noun:1,refresher,noun,提神物； 帮助记忆的东西或人； 补习课程,n 提神物； 帮助记忆的东西或人； 补习课程,,/rɪ'freʃə(r)/,refresher course,进修课程；复习课程；在职训练课程
en:reiterate:verb:1,reiterate,verb,重复， 反复； 反复地说， 重申,vt 重复， 反复； 反复地说， 重申,/rɪ'ɪtəret/,/ri'ɪtəreɪt/,Let me reiterate the most important points.,我来把最重要的几点重申一遍。
en:furniture:noun:1,furniture,noun,家具,n 家具,/'fɝnɪtʃɚ/,/'fɜːnɪtʃə(r)/,I helped him choose the furniture for his house.,我帮他挑选房子里用的家具。
en:counterpart:noun:2,counterpart,noun,与对方地位相当的人； 配对物； 副本,n 与对方地位相当的人； 配对物； 副本,/'kaʊntɚpɑrt/,/'kauntəpɑːt/,"As soon as he heard what was afoot, he telephoned his German and Italian counterparts to protest.",他一听到在进行中的事，马上就给德国和意大利相应人员打电话抗议。
en:sinister:adjective:1,sinister,adjective,不吉祥的， 凶兆的； 险恶的， 邪恶的,adj 不吉祥的， 凶兆的； 险恶的， 邪恶的,/'sɪnɪstɚ/,/'sɪnɪstə(r)/,There is a sinister side to these events.,这些事件有邪恶的一面。
en:segment:noun:2,segment,noun,片段； 部分； 节； 线段； 瓣,n 片段； 部分； 节； 线段； 瓣,/'sɛɡmənt/,/'segmənt/,Decorate with orange segments.,用几瓣橙子作点缀。
en:stripe:noun:2,stripe,noun,条纹,n 条纹,/straɪp/,/straɪp/,a shirt with black and white stripes,黑白条纹衬衫
en:imagine:verb:1,imagine,verb,想象； 猜想,v 想象； 猜想,/ɪ'mædʒɪn/,/ɪ'mædʒɪn/,Perhaps she’d never really been there at all – perhaps she’d just imagined it.,可能她从未到过那儿——也许这都是她的幻想。
en:attractive:adjective:2,attractive,adjective,吸引的， 有吸引力的； 引起注意的,adj 吸引的， 有吸引力的； 引起注意的,/ə'træktɪv/,/ə'træktɪv/,an attractive young woman,妩媚动人的年轻女子
en:cater:verb:2,cater,verb,提供饮食； 迎合； 满足需要,v 提供饮食； 迎合； 满足需要,/'ketɚ/,/'keɪtə(r)/,We cater to an exclusive clientele.,我们满足一个特殊客户群的需求。
en:superb:adjective:2,superb,adjective,极好的； 高质量的,adj 极好的； 高质量的,/suːˈpɜːrb/,/sʊː'pɜːb/,The food was superb.,食物好吃极了。
en:duplicate:adjective:2,duplicate,adjective,完全相同的；副本的,adj 完全相同的；副本的；vt 复制，复写；重复['djuːplɪkət]；n 复制品,/'duplɪket/,/'djuːplɪkeɪt/,A duplicate copy should be made for the county record office.,应该制作一个副本呈交县档案室。
en:decrease:verb:2,decrease,verb,减少，减小['dɪːkriːs],v 减少，减小['dɪːkriːs]；n 减少； 减少量,/dɪ'kris/,/dɪ'kriːs/,The number of people who have the disease has decreased significantly in recent years.,近年来，这种病的患者人数明显下降。
en:glossary:noun:2,glossary,noun,词汇表； 术语表,n 词汇表； 术语表,/'ɡlɑsəri/,/'glɒsərɪ/,A glossary of terms is included for the reader's convenience.,为了方便读者，还收录了术语汇编。
en:flutter:verb:2,flutter,verb,振， 拍打； 飘动， 晃动； 跳动,v 振， 拍打； 飘动， 晃动； 跳动,/'flʌtɚ/,/'flʌtə(r)/,A small bird fluttered past the window.,一只小鸟拍打着翅膀飞过窗前。
en:ignorance:noun:2,ignorance,noun,无知， 愚昧； 不知道,n 无知， 愚昧； 不知道,/'ɪɡnərəns/,/'ɪgnərəns/,"Excuse my ignorance, but how does it actually work?",请原谅我的无知，它究竟是如何运作的？
en:afflicting:adjective:1,afflicting,adjective,痛苦的,adj 痛苦的,,/ə'flɪktɪŋ/,Is verse 75 true of Joseph? Was the LORD afflicting him? Or was it Potiphar's wife who had afflicted him?,75节是约瑟的真实写照吗？是神在让他受苦吗？或者让他受苦的是波提乏的妻子？
en:preventative:adjective:1,preventative,adjective,预防性的,adj 预防性的,/prɪ'vɛntətɪv/,/prɪ'ventətɪv/,preventative measures,预防措施
en:germinate:verb:1,germinate,verb,发芽， 生长； 发展,v 发芽， 生长； 发展,/'dʒɝmɪnet/,/'dʒɜːmɪneɪt/,The idea of setting up his own company began to germinate in his mind.,他萌生了自己开公司的想法。
en:installment:noun:1,installment,noun,分期付款； 一集,n 分期付款； 一集,/ɪn'stɔlmənt/,/ɪn'stɔːlmənt/,"Now she can reduce the installment size that she can afford to pay, by extending the loan period.",现在，她就可通过展延贷款周期来减小自己有能力支付的分期付款的规模。
en:migrate:verb:2,migrate,verb,迁徙； 移居,v 迁徙； 移居,/'maɪɡret/,/maɪ'greɪt/,People migrate to cities like Jakarta in search of work.,人们移居到雅加达这样的城市找工作。
en:crocodile:noun:1,crocodile,noun,鳄鱼； 鳄鱼皮,n 鳄鱼； 鳄鱼皮,/'krɑkə'daɪl/,/'krɒkədaɪl/,a crocodile briefcase,鳄鱼皮公文包
en:submit:verb:2,submit,verb,屈从； 提交,v 屈从； 提交,/səb'mɪt/,/səb'mɪt/,"In desperation, Mrs. Jones submitted to an operation on her right knee to relieve the pain.",绝望中，琼斯夫人不得已接受了一次她右膝的手术以减轻疼痛。
en:occupy:verb:2,occupy,verb,占用， 占领； 忙碌于； 从事,vt 占用， 占领； 忙碌于； 从事,/'ɑkjupaɪ/,/'ɒkjʊpaɪ/,Football occupies most of my leisure time.,足球占去了我大部分的闲暇时间。
en:string:noun:2,string,noun,线；弦；细绳；一串,n 线；弦；细绳；一串；vt 缚； 扎； 挂； 串起； 使排成一列,/strɪŋ/,/strɪŋ/,Her key hung on a string around her neck.,她的钥匙穿了根绳子挂在脖子上。
en:affluent:adjective:1,affluent,adjective,丰富的， 富裕的,adj 丰富的， 富裕的,/'æfluənt/,/'æflʊənt/,affluent families,富裕的家庭
en:simplicity:noun:1,simplicity,noun,简单， 简易； 朴素； 直率， 单纯,n 简单， 简易； 朴素； 直率， 单纯,/sɪm'plɪsəti/,/sɪm'plɪsəti/,Mona wrote with a beautiful simplicity of style.,莫娜的文笔朴实优美。
en:summit:noun:2,summit,noun,最高点， 峰顶,n 最高点， 峰顶,/'sʌmɪt/,/'sʌmɪt/,the European summit,欧洲首脑会议
en:magnify:verb:2,magnify,verb,放大， 扩大,vt 放大， 扩大,/'mæɡnɪfaɪ/,/'mægnɪfaɪ/,"At the Sheffield arena, the speakers were magnified ten times on a giant screen.",在谢菲尔德体育馆，演讲者在一个巨大的屏幕上被放大了十倍。
en:redundant:adjective:2,redundant,adjective,被解雇的； 多余的， 过剩的； 累赘的， 冗长的,adj 被解雇的； 多余的， 过剩的； 累赘的， 冗长的,/rɪ'dʌndənt/,/rɪ'dʌndənt/,Seventy factory workers were made redundant in the resulting cuts.,在继而发生的裁员中，70名工厂工人被解雇。
en:vested:adjective:1,vested,adjective,法律规定的； 既定的,adj 法律规定的； 既定的,/'vɛstɪd/,/'vestɪd/,Shareholders have a vested right to 10% per annum.,股东享有每年10%分红的既定权利。
en:conclusion:noun:1,conclusion,noun,结论， 推论； 结束， 结尾； 【法】 缔结， 议定,n 结论， 推论； 结束， 结尾； 【法】 缔结， 议定,/kən'kluʒn/,/kən'kluːʒn/,These are the report’s main conclusions.,这些就是这篇报告的主要结论。
en:durable:adjective:2,durable,adjective,耐用的,adj 耐用的,/'dʊrəbl/,/'djuərəbl/,Wood is a durable material.,木头是耐用材料。
en:impose:verb:2,impose,verb,把…强加于； 征； 处以,v 把…强加于； 征； 处以,/ɪm'poz/,/ɪm'pəuz/,Parents should beware of imposing their own tastes on their children.,父母应该提防把自己的兴趣强加给孩子。
